[QC] INFO [main] org.springframework.beans.factory.support.DefaultListableBeanFactory.preInstantiateSingletons(276) | Pre-instantiating singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@18b7298: defining beans [urlMapping,propertyConfigurer,exceptionResolver,viewResolver,methodNameResolver,modelController,remoteSectionController,beehiveDatabaseController,lircRevisionChangesController,lircSyncController,lircHistoryController]; parent: org.springframework.beans.factory.support.DefaultListableBeanFactory@7b4ed7
[QC] INFO [main] org.springframework.web.servlet.FrameworkServlet.initServletBean(250) | FrameworkServlet 'dispatcherServlet': initialization completed in 125 ms
[QC] INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] org.apache.catalina.core.ApplicationContext.log(647) | Destroying Spring FrameworkServlet 'dispatcherServlet'
[QC] INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] org.springframework.context.support.AbstractApplicationContext.doClose(696) | Closing org.springframework.web.context.support.XmlWebApplicationContext@6dd108: display name [WebApplicationContext for namespace 'dispatcherServlet-servlet']; startup date [Sun May 24 14:50:30 CST 2009]; parent: org.springframework.web.context.support.XmlWebApplicationContext@106def2
[QC] INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] org.springframework.beans.factory.support.DefaultSingletonBeanRegistry.destroySingletons(282) | Destroying singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@18b7298: defining beans [urlMapping,propertyConfigurer,exceptionResolver,viewResolver,methodNameResolver,modelController,remoteSectionController,beehiveDatabaseController,lircRevisionChangesController,lircSyncController,lircHistoryController]; parent: org.springframework.beans.factory.support.DefaultListableBeanFactory@7b4ed7
[QC] INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] org.apache.catalina.core.ApplicationContext.log(647) | Shutting down Log4J
[QC] INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] org.apache.catalina.core.ApplicationContext.log(647) | Initializing Spring FrameworkServlet 'dispatcherServlet'
[QC] INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] org.springframework.web.servlet.FrameworkServlet.initServletBean(231) | FrameworkServlet 'dispatcherServlet': initialization started
[QC] INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] org.springframework.context.support.AbstractApplicationContext.prepareRefresh(383) | Refreshing org.springframework.web.context.support.XmlWebApplicationContext@bc3ed6: display name [WebApplicationContext for namespace 'dispatcherServlet-servlet']; startup date [Sun May 24 14:55:56 CST 2009]; parent: org.springframework.web.context.support.XmlWebApplicationContext@5dfb22
[QC] INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] org.springframework.beans.factory.xml.XmlBeanDefinitionReader.loadBeanDefinitions(303) | Loading XML bean definitions from ServletContext resource [/WEB-INF/classes/spring-servlet.xml]
[QC] INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] org.springframework.context.support.AbstractApplicationContext.obtainFreshBeanFactory(398) | Bean factory for application context [org.springframework.web.context.support.XmlWebApplicationContext@bc3ed6]: org.springframework.beans.factory.support.DefaultListableBeanFactory@7a9bff
[QC] INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] org.springframework.core.io.support.PropertiesLoaderSupport.loadProperties(175) | Loading properties file from class path resource [config.properties]
[QC] INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] org.springframework.beans.factory.support.DefaultListableBeanFactory.preInstantiateSingletons(276) | Pre-instantiating singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@7a9bff: defining beans [urlMapping,propertyConfigurer,exceptionResolver,viewResolver,methodNameResolver,modelController,remoteSectionController,beehiveDatabaseController,lircRevisionChangesController,lircSyncController,lircHistoryController]; parent: org.springframework.beans.factory.support.DefaultListableBeanFactory@9fe45c
[QC] INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] org.springframework.web.servlet.FrameworkServlet.initServletBean(250) | FrameworkServlet 'dispatcherServlet': initialization completed in 109 ms
[QC] INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] org.apache.catalina.core.ApplicationContext.log(647) | Destroying Spring FrameworkServlet 'dispatcherServlet'
[QC] INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] org.springframework.context.support.AbstractApplicationContext.doClose(696) | Closing org.springframework.web.context.support.XmlWebApplicationContext@bc3ed6: display name [WebApplicationContext for namespace 'dispatcherServlet-servlet']; startup date [Sun May 24 14:55:56 CST 2009]; parent: org.springframework.web.context.support.XmlWebApplicationContext@5dfb22
[QC] INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] org.springframework.beans.factory.support.DefaultSingletonBeanRegistry.destroySingletons(282) | Destroying singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@7a9bff: defining beans [urlMapping,propertyConfigurer,exceptionResolver,viewResolver,methodNameResolver,modelController,remoteSectionController,beehiveDatabaseController,lircRevisionChangesController,lircSyncController,lircHistoryController]; parent: org.springframework.beans.factory.support.DefaultListableBeanFactory@9fe45c
[QC] INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] org.apache.catalina.core.ApplicationContext.log(647) | Shutting down Log4J
[QC] INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] org.apache.catalina.core.ApplicationContext.log(647) | Initializing Spring FrameworkServlet 'dispatcherServlet'
[QC] INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] org.springframework.web.servlet.FrameworkServlet.initServletBean(231) | FrameworkServlet 'dispatcherServlet': initialization started
[QC] INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] org.springframework.context.support.AbstractApplicationContext.prepareRefresh(383) | Refreshing org.springframework.web.context.support.XmlWebApplicationContext@1b2f32: display name [WebApplicationContext for namespace 'dispatcherServlet-servlet']; startup date [Sun May 24 14:57:54 CST 2009]; parent: org.springframework.web.context.support.XmlWebApplicationContext@116d461
[QC] INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] org.springframework.beans.factory.xml.XmlBeanDefinitionReader.loadBeanDefinitions(303) | Loading XML bean definitions from ServletContext resource [/WEB-INF/classes/spring-servlet.xml]
[QC] INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] org.springframework.context.support.AbstractApplicationContext.obtainFreshBeanFactory(398) | Bean factory for application context [org.springframework.web.context.support.XmlWebApplicationContext@1b2f32]: org.springframework.beans.factory.support.DefaultListableBeanFactory@1317541
[QC] INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] org.springframework.core.io.support.PropertiesLoaderSupport.loadProperties(175) | Loading properties file from class path resource [config.properties]
[QC] INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] org.springframework.beans.factory.support.DefaultListableBeanFactory.preInstantiateSingletons(276) | Pre-instantiating singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@1317541: defining beans [urlMapping,propertyConfigurer,exceptionResolver,viewResolver,methodNameResolver,modelController,remoteSectionController,beehiveDatabaseController,lircRevisionChangesController,lircSyncController,lircHistoryController]; parent: org.springframework.beans.factory.support.DefaultListableBeanFactory@7c7410
[QC] INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] org.springframework.web.servlet.FrameworkServlet.initServletBean(250) | FrameworkServlet 'dispatcherServlet': initialization completed in 125 ms
[QC] INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] org.apache.catalina.core.ApplicationContext.log(647) | Destroying Spring FrameworkServlet 'dispatcherServlet'
[QC] INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] org.springframework.context.support.AbstractApplicationContext.doClose(696) | Closing org.springframework.web.context.support.XmlWebApplicationContext@1b2f32: display name [WebApplicationContext for namespace 'dispatcherServlet-servlet']; startup date [Sun May 24 14:57:54 CST 2009]; parent: org.springframework.web.context.support.XmlWebApplicationContext@116d461
[QC] INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] org.springframework.beans.factory.support.DefaultSingletonBeanRegistry.destroySingletons(282) | Destroying singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@1317541: defining beans [urlMapping,propertyConfigurer,exceptionResolver,viewResolver,methodNameResolver,modelController,remoteSectionController,beehiveDatabaseController,lircRevisionChangesController,lircSyncController,lircHistoryController]; parent: org.springframework.beans.factory.support.DefaultListableBeanFactory@7c7410
[QC] INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] org.apache.catalina.core.ApplicationContext.log(647) | Shutting down Log4J
[QC] INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] org.apache.catalina.core.ApplicationContext.log(647) | Initializing Spring FrameworkServlet 'dispatcherServlet'
[QC] INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] org.springframework.web.servlet.FrameworkServlet.initServletBean(231) | FrameworkServlet 'dispatcherServlet': initialization started
[QC] INFO [ContainerBackgroundProcessor[StandardEngine[Catalina]]] org.springframework.context.support.AbstractApplicationContext.prepareRefresh(383) | Refreshing org.springframework.web.context.support.XmlWebApplicationContext@41d9a8: display name [WebApplicationContext for namespace 'dispatcherServlet-servlet']; startup date [Sun May 24 14:58:12 CST 2009]; parent: org.springframework.web.context.support.XmlWebApplicationContext@1fb911a
